// 19/05/2022 16:41:47
// ReaderName=169.254.1.1, AntennaIDs=1,2,3,4, InventoryMode=SingleTarget, ModeIndex=1000, Population=32, PowerInDbm=30, Session=1
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency
#2022-05-19T16:41:50.5546506+02:00 GPI Event Port: 1 went: low at 2022-05-19T16:41:50.5545552+02:00
#2022-05-19T16:41:50.5546635+02:00 GPI Event Port: 1 went: low at 2022-05-19T16:41:50.5546616+02:00
#2022-05-19T16:41:50.5546665+02:00 GPI Event Port: 1 went: low at 2022-05-19T16:41:50.5546654+02:00
#2022-05-19T16:41:50.5546692+02:00 GPI Event Port: 1 went: low at 2022-05-19T16:41:50.5546681+02:00
2022-05-19T16:41:50.0130790+02:00;AD3830770CCDD0AD38300370;;1;-66,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0130790+02:00;AD3830770CCDD0AD38300370;;1;-66,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0130790+02:00;AD3830770CCDD0AD38300370;;1;-66,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0130790+02:00;AD3830770CCDD0AD38300370;;1;-66,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0153220+02:00;AD3830770CCDD0AD383002DB;;1;-66;865,7;169.254.1.1;;
2022-05-19T16:41:50.0153220+02:00;AD3830770CCDD0AD383002DB;;1;-66;865,7;169.254.1.1;;
2022-05-19T16:41:50.0153220+02:00;AD3830770CCDD0AD383002DB;;1;-66;865,7;169.254.1.1;;
2022-05-19T16:41:50.0153220+02:00;AD3830770CCDD0AD383002DB;;1;-66;865,7;169.254.1.1;;
2022-05-19T16:41:50.0164810+02:00;E28068940000400A8070DD15;;1;-69;865,7;169.254.1.1;;
2022-05-19T16:41:50.0164810+02:00;E28068940000400A8070DD15;;1;-69;865,7;169.254.1.1;;
2022-05-19T16:41:50.0164810+02:00;E28068940000400A8070DD15;;1;-69;865,7;169.254.1.1;;
2022-05-19T16:41:50.0164810+02:00;E28068940000400A8070DD15;;1;-69;865,7;169.254.1.1;;
2022-05-19T16:41:50.0180850+02:00;E2801190A50200602EE84CBB;;1;-66;865,7;169.254.1.1;;
2022-05-19T16:41:50.0180850+02:00;E2801190A50200602EE84CBB;;1;-66;865,7;169.254.1.1;;
2022-05-19T16:41:50.0180850+02:00;E2801190A50200602EE84CBB;;1;-66;865,7;169.254.1.1;;
2022-05-19T16:41:50.0180850+02:00;E2801190A50200602EE84CBB;;1;-66;865,7;169.254.1.1;;
2022-05-19T16:41:50.0204060+02:00;E2801191A50200602A35C109;;1;-65,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0204060+02:00;E2801191A50200602A35C109;;1;-65,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0204060+02:00;E2801191A50200602A35C109;;1;-65,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0204060+02:00;E2801191A50200602A35C109;;1;-65,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0226610+02:00;AD3830770CCDD0AD3830035B;;1;-58,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0226610+02:00;AD3830770CCDD0AD3830035B;;1;-58,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0226610+02:00;AD3830770CCDD0AD3830035B;;1;-58,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0226610+02:00;AD3830770CCDD0AD3830035B;;1;-58,5;865,7;169.254.1.1;;
2022-05-19T16:41:50.0250300+02:00;AD3830770CCDD0AD3830029A;;1;-71,5;865,7;169.254.1.1;;
